0.60330576,0.9731183,0.8181818,0.8333333,0.90082645,0.6451613,0.91735536,0.48924732,0.9586777,0.3548387,0.60330576,0.4784946,0.59504133,0.2795699,0.60330576,0.15591398,0.60330576,0.043010753,0.42975205,0.5,0.36363637,0.29032257,0.34710744,0.15591398,0.34710744,0.02688172,0.29752067,0.56989247,0.19008264,0.38709676,0.1570248,0.2580645,0.14049587,0.15053764,0.1983471,0.672043,0.08264463,0.5322581,0.049586777,0.43010753,0.041322313,0.33333334
0.6178862,0.973262,0.8211382,0.8342246,0.91056913,0.64705884,0.9268293,0.49197862,0.9593496,0.36363637,0.62601626,0.48128343,0.6097561,0.28877005,0.6097561,0.16042781,0.6097561,0.04812834,0.46341464,0.5026738,0.3902439,0.28877005,0.37398374,0.14973262,0.36585367,0.026737968,0.33333334,0.56149733,0.21138212,0.37433156,0.16260162,0.24598931,0.13821138,0.12834224,0.22764228,0.6524064,0.10569106,0.5240642,0.06504065,0.42780748,0.040650405,0.342246
0.625,0.9726776,0.7916667,0.84153,0.875,0.6502732,0.90833336,0.5027322,0.9583333,0.38251367,0.5833333,0.49726775,0.56666666,0.29508197,0.56666666,0.16393442,0.56666666,0.05464481,0.44166666,0.5136612,0.35,0.30054644,0.325,0.15300547,0.30833334,0.027322404,0.31666666,0.57377046,0.19166666,0.38251367,0.125,0.2568306,0.083333336,0.14754099,0.21666667,0.6612022,0.11666667,0.5300546,0.075,0.43715847,0.041666668,0.35519126
0.625,0.9726776,0.7916667,0.84153,0.875,0.6502732,0.90833336,0.5027322,0.9583333,0.38251367,0.5833333,0.49726775,0.56666666,0.29508197,0.56666666,0.16393442,0.56666666,0.05464481,0.44166666,0.5136612,0.35,0.30054644,0.325,0.15300547,0.30833334,0.027322404,0.31666666,0.57377046,0.19166666,0.38251367,0.125,0.2568306,0.083333336,0.14754099,0.21666667,0.6612022,0.11666667,0.5300546,0.075,0.43715847,0.041666668,0.35519126
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08396947,0.9528302,0.03816794,0.6981132,0.114503816,0.4245283,0.21374045,0.23584905,0.24427481,0.047169812,0.24427481,0.44339624,0.46564886,0.26415095,0.610687,0.16037735,0.7251908,0.08490566,0.33587787,0.5660377,0.5954198,0.3773585,0.77862597,0.26415095,0.9236641,0.16981132,0.40458015,0.7075472,0.65648854,0.5283019,0.83206105,0.4056604,0.96183205,0.31132075,0.45801526,0.8679245,0.64122134,0.7358491,0.7557252,0.6415094,0.8549618,0.5660377
0.08396947,0.9528302,0.03816794,0.6981132,0.114503816,0.4245283,0.21374045,0.23584905,0.24427481,0.047169812,0.24427481,0.44339624,0.46564886,0.26415095,0.610687,0.16037735,0.7251908,0.08490566,0.33587787,0.5660377,0.5954198,0.3773585,0.77862597,0.26415095,0.9236641,0.16981132,0.40458015,0.7075472,0.65648854,0.5283019,0.83206105,0.4056604,0.96183205,0.31132075,0.45801526,0.8679245,0.64122134,0.7358491,0.7557252,0.6415094,0.8549618,0.5660377
